,title,lastrevid
61564005,Manik Lal Ray,1110874529.0
67038174,Mushrefa Mishu,1066093324.0
66084527,Fazlul Haque Montu,1107037359.0
70167317,Mujahidul Islam Selim,1111837585.0
64433699,SM Nuruzzaman,1068356533.0
62916218,Shamsul Huda Panchbagi,1100820734.0
54460785,Muhammad Bayazeed Khan Panni,1112344051.0
53155789,Ferdous Ahmed Qureshi,1104814058.0
43747918,Abdur Rahim (scholar),1112109734.0
59404730,Habibar Rahman,1045893159.0
30780434,M. M. Rahmatullah,1107693597.0
47295655,Golam Maula Rony,1113507548.0
20289099,Devasish Roy,1112033318.0
28611769,Maulana Shakhawat,1067136662.0
61856855,Zahidunnabi Dewan Shamim,1093749046.0
7984134,Abul Kalam Shamsuddin,1038585660.0
61593204,Badruddoza Ahmed Shuja,1047850212.0
15034317,Mohammad Sultan,1038605974.0
9205332,Mohammad Toaha,1046006361.0
24745923,Badruddin Umar,1111762930.0
33657039,Elliott Belgrave,1110292983.0
70073958,Chad Blackman,1113735930.0
69794203,Santia Bradshaw,1097963495.0
70367249,Sonia Browne,1080633319.0
69789020,Michael A. Carrington,1090468579.0
70333446,William Fondleroy Duguid,1086556181.0
70353853,Reginald Farley,1090706976.0
70361123,Adrian Forde,1079840895.0
49305432,Cynthia Y. Forde,1106579042.0
70334677,Ian Gooding-Edghill,1079872008.0
60104316,Damien K. A. Griffith,996491794.0
70402618,Crystal Haynes,1080792345.0
70079530,Hallam Henry (diplomat),1096826466.0
70074437,Philip St. Hill,1096731562.0
69943320,Arthur Holder,1090469580.0
70023762,Kirk Matthew Humphrey,1079886049.0
70363148,Davidson Ishmael,1079844213.0
70362985,Colin Everett Jordan,1090593974.0
70401878,John Andrew King,1079487466.0
70366630,Shantal Munro-Knight,1080773405.0
70075345,Glyne Murray,1096216109.0
13566878,Harry Scott Newlands,1083147482.0
758927,Charles Duncan O'Neal,1091354442.0
6572076,Samuel Jackman Prescod,1113474645.0
70404644,Shanika Roberts-Odle,1080816111.0
70366109,Ryan Straughan,1081912624.0
70354277,Dwight Sutherland,1078282094.0
70060782,Kerrie Symmonds,1109983886.0
71079332,Yury Ambrazevich,1094141913.0
51403912,Lyavon Barshchewski,975080643.0
64874485,Siarhei Cherachen,1070934154.0
18604813,Zmitser Dashkevich,1092550681.0
28927761,Siamion Domash,1108538378.0
24946415,Tsimafei Dranchuk,1115164729.0
2282138,Alaksandar Dubko,1049964918.0
70415829,Alana Gebremariam,1114832548.0
1970515,Gennady Grushevoy,1094982832.0
25028522,Moshe Gutman,1058221840.0
4449101,Uładzimir Hančaryk,1105545058.0
68516172,Tamaš Hryb,1089370903.0
71079263,Anatoĺ Kalinin,1095765737.0
53189774,Uładzisłau Kazłouski,1082906416.0
36746474,Pavel Pavlovich Kozlovsky,1059698953.0
65713197,Ivan Kubrakov,1110591101.0
35530127,Vladimir Kumets,1107370274.0
28922304,Vyacheslav Nikolayevich Kuznetsov,1059194181.0
25137251,Valery Levaneuski,1103967180.0
65690418,Pavel Liohki,1112377212.0
68534747,Uladzimir Mackievič,1073431420.0
936603,Vladimir Parfenovich,1070648178.0
68163488,Jan Pazniak,1109961050.0
23095874,Aleksandr Potupa,1114686271.0
57495648,Pyotr Prakapovich,1105481408.0
36429451,Alexander Radkov,1091859585.0
69732029,Symon Rak-Michajłoŭski,1108740902.0
51441039,Vladimir Vasilievich Rusakevich,1100971465.0
29689790,Ihar Rynkevich,1064451133.0
67288247,Aliaksandr Shakutsin,1107954358.0
23340930,Nikolai Shelyagovich,1092527212.0
23686445,Jan Stankievič,1115330170.0
29948792,Mikola Statkevich,1105528576.0
64119467,Sergei Tikhanovsky,1115451955.0
53221307,Alaksandar Ćvikievič,1113785358.0
70679109,Aleksandr Turchin,1086196169.0
24878721,Franak Viačorka,1110821628.0
67290995,Yury Voskresensky,1091719034.0
24705067,Ivan Yermachenka,1074131733.0
7122428,Manuel Abramowicz,1063238122.0
42552634,Rudy Aernoudt,1104528529.0
8711462,Herman Baltia,1088797136.0
70714016,Jan Béghin,1094288301.0
58839435,Frank Beke,1076417124.0
18159989,Gustave Boël,998374140.0
18160124,Pol Clovis Boël,1044839682.0
45043050,Antoine Brun,1105888595.0
54144403,Fernand Cocq,1059781125.0
10076072,Émile Coulonvaux,1058540019.0
42253710,Auguste Couvreur,1058540061.0
60776608,Nico Cué,1090780079.0
65205530,Pierre David (mayor),1055146012.0
45669050,August De Boodt,1061093766.0
69039143,Dirk De fauw,1054979701.0
62186846,René De Feyter,995806187.0
14941157,François-Philippe de Haussy,1087869295.0
10075907,Victor de Laveleye,1077689317.0
41879133,Édouard Descamps,1074405063.0
61496346,José Desmarets,1059402951.0
62870265,Émile van Dievoet,1109379888.0
60932333,Marc Drumaux,1054937431.0
69421719,Jos Dupré,1100264816.0
41586053,Françoise Dupuis,1067685663.0
68755127,Veerle Geerinckx,1048340504.0
8495875,Eugène Goblet d'Alviella,1114852816.0
60902570,Jean-Pierre Grafé,1112290249.0
35644726,Jacques Grippa,1034055053.0
8519440,Guy Hance,1058901086.0
62454060,Joris Helleputte,1051591828.0
15211698,Lucienne Herman-Michielsens,1073661185.0
10206864,Jules Hiernaux,1003320218.0
8876526,Julius Hoste Jr.,1080736243.0
10091927,Norbert Hougardy,1058901497.0
62130484,Joseph Houssa,1109576011.0
68319013,Vincent Houssiau,1036198503.0
10665202,Pierre Van Humbeeck,1058901725.0
40449274,Dorah Ilunga,1106195369.0
38325438,Pierre Imperiali,1058815544.0
68328387,Jean-François Istasse,1104147247.0
10092427,Milou Jeunehomme,1058898526.0
12135020,André Kempinaire,1058897535.0
65926437,Willy Kuijpers,1105018002.0
70476506,Rachid Madrane,1094043509.0
14826073,Luc Michel,1092518027.0
10077262,Fientje Moerman,1089220103.0
14692390,André Molitor,1089926878.0
12135131,Jean Pede,1034055187.0
68318846,Jean-Marie Piret,1102188001.0
14946827,André-Eugène Pirson,1087847916.0
22728379,"Philippe-Ambroise d'Olmen, Baron de Poederlé",1030396425.0
57538004,Marjet Van Puymbroeck,1090105907.0
31763699,Jean Richardot the Younger,1085858301.0
11520661,Gustave Rolin-Jaequemyns,1103791996.0
42109104,Hippolyte Rolin,1029822060.0
4540084,Father Samuel,1105406687.0
1697978,Louis-Joseph Seutin,1067673529.0
54144439,Alfons Siffer,1044386557.0
69116791,Cyrille Tahay,1099406349.0
69646399,Jacques Timmermans,1099978512.0
59041928,Robert Urbain,1073906467.0
7589905,Jacques Van Gompel,994051445.0
26878336,Marcel Van Langenhove (referee),1107440236.0
4433787,Johan Verbeke,1096587032.0
45031175,Lodewijk Verreycken,1104711170.0
10685107,Louis Waltniel,1058900581.0
68431102,Yves de Wasseige,1099711000.0
8741912,Jacques van Ypersele de Strihou,1101784212.0
48739684,Beverly Castillo,919973607.0
47754243,Elfreda Reyes,1036465539.0
49101127,Bert Tucker,1106473958.0
20733022,Michel Ahouanmènou,1082795168.0
35084248,Arnauld Antoine Akodjènou,1096094495.0
56711493,Jules-Armand Aniambossou,1083426767.0
51200765,Pascal Chabi Kao,1085346521.0
51888059,Francis Covi,1067482687.0
35901058,Joachim Dahissiho,1029448695.0
69498492,Adrien Degbey,1061050724.0
11134252,Luc Gnacadja,1105462246.0
51757894,Paul Hazoumé,1103078061.0
51793280,Louis Hunkanrin,1093387515.0
31866411,Louis Ignacio-Pinto,1092475356.0
47368440,Arouna Mama,1065903499.0
13539146,Moussa Okanla,1090050440.0
13535913,Assogba Oké,1086957528.0
31938468,Émile Poisson,1084137581.0
31938673,Maximilien Quenum-Possy-Berry,1043722585.0
2166105,Nicéphore Soglo,1095045396.0
59429890,Dorjee Wangmo,1060085965.0
59076847,Ugyen Dorji (DNT politician),1074573786.0
47151803,Zangley Dukpa,1068932528.0
47151901,Dupthob,986218104.0
42218292,Pema Gyamtsho,1110797584.0
59431150,Choki Gyeltshen,967051066.0
59040975,Sherub Gyeltshen,1069232338.0
42253887,Choida Jamtsho,1100668369.0
47151763,Rinzin Jamtsho,986219619.0
62458639,Kunzang C. Namgyel,1115406312.0
69728613,Shingkhar Lam,1065108391.0
59400893,Tshewang Lhamo,935053684.0
59496103,Kuenga Loday,967051092.0
17522832,Dorji Namgyal,1101249209.0
32774341,Jigme Namgyal (Bhutan),1112477163.0
47151876,Wangdi Norbu,1099185991.0
59430450,Kinga Penjor,1029727171.0
59066170,Yeshey Penjor,956623702.0
71691013,Thakur S. Powdyel,1113475126.0
59077089,Jai Bir Rai,1099839823.0
47151609,Karma Rangdol,1115618373.0
59073467,Loknath Sharma,1099839678.0
59413021,Tenzin (politician),1017464973.0
49585201,Sonam Tobgye,1088131266.0
59077165,Dorji Tshering,1023360934.0
47151839,Kinga Tshering,1111838853.0
59075497,Namgay Tshering,1062630670.0
16921842,Ugyen Tshering,1068931844.0
27623893,Jigme Wangchuk,1076705305.0
32489283,Lhatu Wangchuk,1077117615.0
924184,Khandu Wangchuk,1082071070.0
54026102,Norbu Wangchuk,1105642733.0
58133417,Tshering Wangchuk,1098122862.0
59066433,Karma Donnen Wangdi,1013757910.0
59050110,Tshencho Wangdi,935053725.0
47151751,Ugyen Wangdi,1010522641.0
59068968,Dechen Wangmo (politician),1109945331.0
47151818,Dechen Zangmo,1095618727.0
55701371,Neten Zangmo,1087879345.0
47151914,Nidup Zangpo,1083086732.0
924172,Yeshey Zimba,1082071369.0
38745181,Nataniel Aguirre,1113064273.0
58292852,Jacobo Aillón,1066796299.0
28499719,Isaac Ávalos,1105448251.0
34462428,Augusto Céspedes,1060109299.0
68439571,Soledad Chapetón,1100789033.0
34117295,Adolfo Chávez,1064862832.0
62117619,Chi Hyun Chung,1102263683.0
71717427,Daniel Sánchez Bustamante,1112693678.0
65883969,Rafael Peña,1106083763.0
54437849,Marcial Fabricano,1064844718.0
71766071,Francisco Argandoña,1113998869.0
3844223,Antonio Machaca,1104152307.0
43751752,Adolfo Mendoza,1093449967.0
4944216,Pedro Domingo Murillo,1102892437.0
22747047,Francisco Burdett O'Connor,1115717698.0
33776017,Manuel Luis de Oliden,1111940891.0
51225103,Isabel Ortega Ventura,1067118559.0
2219450,Simón Iturri Patiño,1113483466.0
20980684,Bonifacio Pinedo,1013870027.0
20842576,Julio Pinedo,1013509802.0
5744084,José Mariano Serrano,1102912474.0
68431601,Moisés Torres (politician),1103547860.0
45647145,Fernando Vargas Mosua,1113961954.0
14535301,Jaime de Zudáñez,1057374473.0
36863934,Elvira Abdić-Jelenović,1092410267.0
30010677,Mehmed Alajbegović,1090097632.0
51519946,Boško Baškot,945729760.0
31321609,Hasan Brkić,1108766075.0
64688153,Salko Bukvarević,1103476585.0
63189098,Mirsad Ćeman,1059620444.0
19043906,Selmo Cikotić,1109891116.0
50616168,Sabina Ćudić,1109170821.0
4218129,Milorad Dodik,1115334252.0
41476721,Dženan Đonlagić,1023971751.0
34549518,Nijaz Duraković,1115514419.0
50616238,Edin Forto,1114128635.0
50885913,Dževad Galijašević,1080524051.0
54560114,Josip Grubeša,1078976634.0
63085336,Ankica Gudeljević,1109892248.0
14368202,Muhamed Hadžijamaković,1069745508.0
57173473,Mirsad Hadžikadić,1114039434.0
41928781,Sanjin Halimović,1098646648.0
42475706,Husein Miljković,1098413355.0
1423500,Jasmin Imamović,1060821223.0
196318,Alija Izetbegović,1114046666.0
54272892,Adamir Jerković,1070639895.0
66824527,Esed Kadrić,1099964892.0
39364436,Mehmed Kapetanović,1074875734.0
34307104,Salmir Kaplan,1095054536.0
31286082,Osman Karabegović,1027401183.0
61502626,Fuad Kasumović,1083608363.0
31323381,Rudi Kolak,1059610572.0
39033509,Ivo Komšić,1114461162.0
51209363,Rusmir Mahmutćehajić,1101508210.0
3532110,Ante Marković,1107391428.0
29332533,Amor Mašović,1060006575.0
52909512,Dragan Mektić,1115510719.0
41344661,Ademaga Mešić,1095848757.0
66824654,Jelka Miličević,1040936683.0
48681773,Abdulah Mutapčić,1006720652.0
15104578,Abdulah Nakaš,1102636519.0
68685632,Mario Nenadić,1111446400.0
14242686,Damir Nikšić,1096462723.0
40208294,Ismet Popovac,1115247176.0
41898872,Hakija Pozderac,963175504.0
3882545,Hamdija Pozderac,1045803709.0
49972942,Nurija Pozderac,1056889716.0
31252991,Đuro Pucar,1052519383.0
24547815,Fahrudin Radončić,1101596243.0
66132803,Alen Šeranić,1111537511.0
65719467,Uglješa Uzelac,1003796992.0
41613732,Nezir Škaljić,1107435418.0
28267556,Ibrahim Spahić,995023876.0
21965251,Emir Suljagić,1065740656.0
66052456,Svetozar Pudarić,1107151585.0
53593269,Miloš Vukašinović,934652983.0
65772216,Daniel Kwele,1084843766.0
30630830,Michael Dingake,1084856043.0
70835965,James G. Haskins,1089282280.0
51479529,Tshenolo Mabeo,1084860922.0
70055385,Philip Matante,1084858391.0
27559426,Gomolemo Motswaledi,1092621711.0
51789826,Motsamai Mpho,1056631444.0
70277368,Sylvia Muzila,1092977456.0
25278509,Leetile Disang Raditladi,1102718757.0
70835814,Benjamin Thema,1089085673.0
4813114,Patrick van Rensburg,1113094894.0
67299021,Maria de Lourdes Abadia,1111422727.0
70952193,José de Abreu (politician),1097490839.0
47913896,Rafael Tobias de Aguiar,1074741594.0
29498336,Medeiros e Albuquerque,1097328483.0
65842709,Léo de Almeida Neves,1101145934.0
69639294,Simão Almeida,1099633172.0
69963754,Antônio Pinto Chichorro da Gama,1096806594.0
35614690,Cipriano Barata,1107774158.0
66240766,Irani Barbosa,1101926106.0
68911501,Jaison Barreto,1103547503.0
66239008,Djalma Bastos de Morais,1106062579.0
51003927,"Henrique de Beaurepaire-Rohan, Viscount of Beaurepaire-Rohan",1086322080.0
65990035,José Paulo Bisol,1103547561.0
68911577,Natália Bastos Bonavides,1110953316.0
71090450,João Francisco Inácio Brazão,1094855099.0
17964573,Amador Bueno,1034472026.0
68585817,Antônio Câmara,1099829944.0
67435105,Luiz Humberto Carneiro,1098842373.0
70452656,Izolda Cela,1102485000.0
63148307,Margarete Coelho,1103498671.0
70936194,Ivandro Cunha Lima,1098295043.0
66013643,João Cunha (politician),1100962574.0
67203315,Aécio de Borba,1098281596.0
71090366,José Abílio Silva de Santana,1112293020.0
65286665,Alércio Dias,1101206546.0
65286685,Délio dos Santos,1101206499.0
67123487,Ademar Frederico Duwe,1098597920.0
69902603,Elcione Zahluth Barbalho,1074736382.0
27700790,"Gastão d'Escragnolle, Baron d'Escragnolle",1063661693.0
1875713,Paulo Cesar Farias,1065573695.0
63048740,Emília Fernandes,1078521692.0
38451600,José Carlos da Silva Mayrink Ferrão,1085435249.0
67296310,Dalva Figueiredo,1087607148.0
67168843,Francisco Julião,1035689740.0
66013562,Jofran Frejat,1102181607.0
67507625,Edmundo Galdino,1112253425.0
47375779,Joaquim Gomes de Souza,1069184517.0
67354580,Abdul Hamid Sebba,1111084208.0
63683403,Jutahy Júnior,983207788.0
41974346,Joaquim Gonçalves Ledo,1071023786.0
65043622,Antônio Leite Andrade,1101206516.0
69520355,Alceste Madeira,1099410153.0
50535378,Beto Mansur,1113576505.0
21747189,Horácio de Matos,1088164926.0
69546875,Sandra Meira Starling,1099835037.0
71173736,Gerardo Melo Mourão,1098005745.0
67507990,Guilherme Melo (politician),1099445119.0
64096804,Murilo Melo Filho,1102568805.0
42007622,Cândido Mendes de Almeida,1097155280.0
17703767,Gilmar Mendes,1106136142.0
70103156,Edmur Mesquita,1094838035.0
66181196,Miguel Couto,1035994107.0
53097586,Claudio Modesto,994272220.0
51351849,Armando Monteiro (politician),1098295517.0
70689457,Carlos Eduardo Moreira Ferreira,1087824575.0
59268356,Pedro Soares Muñoz,1096764969.0
55822833,Dora Nascimento,1028740301.0
68911361,Carlos Neder,1102908883.0
71090496,Domingos Gomes de Aguiar Neto,1109245420.0
23502995,"Manuel Luís Osório, Marquis of Erval",1110318599.0
47681745,Hildebrando Pascoal,1088472912.0
34237568,Astrojildo Pereira,1083304045.0
68178303,Joaquim Alvaro Pereira Leite,1114125901.0
67663798,Jorge Picciani,1099308847.0
20129067,Francisco José Pinheiro,1089344947.0
52524856,Mario Pinotti,1033871516.0
41102505,Henrique Pizzolato,940662779.0
66906083,Plínio de Arruda Sampaio Jr.,1100471665.0
67388135,Irondi Pugliesi,1111085644.0
60493716,Eusébio de Queirós,1091204382.0
69536525,Ratinho (TV presenter),1114298116.0
68316618,Marco Antonio Raupp,1098664390.0
55858857,Robert Rey (plastic surgeon),1112518148.0
68911166,Ary Rigo,1100211750.0
44402718,Antônio Ricardo dos Santos,1028742803.0
67132468,Euclides Scalco,1101357504.0
70977403,Aldo Schneider,1092981443.0
52080779,Augusto Severo de Albuquerque Maranhão,1033155129.0
36524914,"José Manuel da Silva, Baron of Tietê",1094131544.0
50663800,Fabiano Silveira,1097157218.0
26274355,Jose de Sousa Campos,1015210781.0
21761407,"Irineu Evangelista de Sousa, Viscount of Mauá",1095667959.0
28873369,"João Cardoso de Meneses e Sousa, Baron of Paranapiacaba",1097159430.0
51407589,Aureliano Cândido Tavares Bastos,1001957115.0
69092697,Juarez Távora (general),1094239935.0
18981850,"Antônio de Queirós Teles, Baron of Jundiaí",1014343460.0
48683002,Evaristo da Veiga,1106429833.0
63712758,Luís Viana Neto,1097160637.0
68709452,André Zacharow,1103029055.0
42890886,Aleksandar Alekov,1106388347.0
26094532,Anyu Angelov,1109005189.0
29156382,Dolores Arsenova,994730790.0
68529982,Atanas Atanasov (politician),1102528583.0
27441313,Hristo Atanassov,1076172488.0
2534771,Jonas Basanavičius,1111267587.0
3844100,Alexander Bogoridi,1114426710.0
63797127,Vasil Chichibaba,969578159.0
6167858,Vladimir Damgov,1086786118.0
55235957,Ivan Dimov (scientist),931453017.0
26752200,Valentin Fortunov,1032125290.0
25867592,Kristalina Georgieva,1113225688.0
68007392,Ivancho Hadzhipenchovich,1029652571.0
30667704,Aleksi Ivanov,1105069303.0
4786507,Georgi Ivanov (mayor),937372283.0
53905501,Ljubica Ivošević Dimitrov,1070575609.0
69540464,Grozdan Karadzhov,1066070185.0
69106615,Vladimir Karolev,1099282655.0
51105599,Georgi Kirkov,1005695384.0
59461786,Spiro Kitinchev,1063738922.0
69505401,Kalina Konstantinova,1104793980.0
67749957,Kostadin Kostadinov (professor),1110428529.0
17357948,Gavril Krastevich,1081400175.0
26458488,Nikola Lazarov,1055871409.0
41068783,Ivan Marazov,917237234.0
6310653,Venko Markovski,1114988749.0
37882485,Sebihan Mehmed,1092778647.0
40389381,Ilian Mihov,1114357808.0
69441201,Nikola Minchev,1114820940.0
44913470,Plamen Panayotov,1096862893.0
69026643,Vladislav Panev,1054474125.0
31816242,Asparuh Panov,1022365931.0
65882416,Daniel Panov,1077856970.0
3376151,Aleksandar Paunov,1003790540.0
69029077,Kiril Petkov,1114126346.0
69359753,Ivan Stanchov,1100259796.0
50410173,Hristiana Todorova,1097213735.0
8402284,Borislav Tsekov,1098837966.0
39708562,Tsvetko Boboshevski,1013781277.0
51510412,Velko Valkanov,1060696696.0
44475086,Ventsislav Varbanov,1108228084.0
501726,Damyan Velchev,1104678360.0
40142744,Svetoslav Vitkov,1088561141.0
66033960,Mincho Yovchev,1101186643.0
23535390,Martin Zaimov,1083075073.0
70525717,Dragomir Zakov,1112779696.0
15616336,Nayden Zelenogorski,1088342299.0
18238207,Boureima Badini,1066047125.0
31866364,Blaise Bassoleth,1050043776.0
17637387,Nazi Boni,1076793254.0
36970146,François Compaoré,1108463297.0
4947057,Daniel Ouezzin Coulibaly,918075025.0
3262352,Toubé Clément Dakio,1053333514.0
68085842,Elise Foniyama Thiombioano Ilboudo,1062255717.0
12140791,Frédéric Guirma,1053332359.0
18238747,Emile Ilboudo,1053332274.0
31680118,Zinda Kaboré,1050917887.0
31866529,Christophe Kalenzaga,951757578.0
63372865,Joséphine Ki-Zerbo,1108677667.0
31865797,Begnon-Damien Kone,1026369404.0
44255928,Kouamé Lougué,1066098405.0
48680645,Jean-Baptiste Natama,1115090605.0
289576,Jean-Baptiste Ouédraogo,1105203937.0
25772545,Mamadou Ouédraogo,1021835192.0
3262438,Pargui Emile Paré,1109114806.0
50723173,Filippe Savadogo,1099231025.0
31871745,Nouhoun Sigue,1053333064.0
31841535,Diongolo Traore,861250146.0
401012,Maurice Yaméogo,1105869651.0
289582,Saye Zerbo,1067927039.0
68808039,Domine Banyankimbona,1069455389.0
68663833,Joseph Biroli,1091158074.0
63854927,Joseph Butore,1021128901.0
18761140,Joseph Cimpaye,1080421208.0
68178616,Edouard Nduwimana,1032468586.0
68690445,Gervais Nyangoma,1080903489.0
67322504,Aimée Kanyana,1032854364.0
52286204,Gérard Mfuranzima,1059652996.0
67883883,Alain Mutabazi,1042900537.0
46712332,Cyrille Ndayirukiye,1099827364.0
71468757,Révérien Ndikuriyo,1105613739.0
64238218,Eustache Ngabisha,1096057884.0
29162071,Léonce Ngendakumana,956640760.0
68652615,Marie Chantal Nijimbere,1081391171.0
68249082,Tharcisse Niyongabo,1040979617.0
64470367,Gabriel Nizigama,1017380720.0
68178721,Ancilla Ntakaburimvo,1038438954.0
68695700,Jean-Baptiste Ntidendereza,1091156761.0
43047944,Ririkumutima,1103261297.0
12125280,Agathon Rwasa,1089496637.0
68076550,Imelde Sabushimike,1046251467.0
68067462,Albert Shingiro,1088693789.0
60213073,Cyriaque Simbizi,1080578027.0
17295805,Alexis Sinduhije,1092395127.0
50040955,Ang Vong Vathana,1106363571.0
71693220,Bun Chanmol,1109177249.0
60528821,Chem Snguon,1059573671.0
60528895,Chhan Sokhom,1059573770.0
60532005,Chuon Saodi,1059573024.0
60532120,Duong Sam Ol,1094852239.0
1999882,Ieu Koeus,1107109489.0
41581381,Khem Veasna,1109114751.0
60531889,Kou Roun,1059572876.0
21422911,Daran Kravanh,1096672232.0
6964505,Lon Nil,1059582440.0
60528869,Ly Khvan Pan,1059572637.0
67310518,Mao Ayuth,1099980718.0
